datasheet_id,name,description,range,type,A,BS_WS,S,AP,D
2767,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,4,9,-4,D6
2767,Plasma cannon – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,D3,4,7,-1,1
2767,Plasma cannon – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,D3,4,8,-2,2
2767,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,7,-1,1
2767,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,8,-2,2
2767,Agent melee weapon,,Melee,Melee,3,3,3,0,1
2767,Eviscerator,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,2,3,6,-2,2
2767,Mystic stave,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-INFANTRy 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,5,-1,D3
2768,Hunter-killer missile,one shot,48,Ranged,1,2,14,-3,D6
2768,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2768,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2768,Twin assault cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,6,3,6,0,1
2768,Twin heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,5,-1,2
2768,Twin lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,1,3,12,-3,D6+1
2768,Twin psycannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,3,3,8,-1,2
2768,Armoured tracks,,Melee,Melee,3,4,6,0,1
2769,Conversion beam cannon,"conversion, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits d3</a>",24,Ranged,1,3,10,-2,3
2769,Graviton pulsar,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-VEHICLE 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>",24,Ranged,D6,3,7,-1,2
2769,Lightning lock,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",36,Ranged,6,3,8,0,1
2769,Rad cleanser,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,2,0,1
2769,Volkite veuglaire,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",36,Ranged,4,3,8,0,2
2769,Armoured feet,,Melee,Melee,4,3,6,0,1
2769,Siege claw,,Melee,Melee,4,3,12,-3,D6+2
2770,Hekhtur’s pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,5,-1,2
2770,Close combat weapon,,Melee,Melee,2,2,3,0,1
2771,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2771,Sanctity,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-chaos 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,4,2,6,-2,2
2771,The Outcast’s Weapons,"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,6,2,4,-2,1
2772,Bolt Pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,4,0,1
2772,Bolt rifle,,24,Ranged,2,3,4,-1,1
2772,Master-crafted bolt rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">DEVASTATING WOUNDS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>",24,Ranged,2,2,4,-1,2
2772,Master-crafted heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">SUSTAINED HITS 2</a>",36,Ranged,3,3,5,-1,3
2772,Close combat weapon,,Melee,Melee,5,3,4,0,1
2772,Master-crafted power weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">PRECISION</a>",Melee,Melee,6,2,5,-2,2
2773,Absolvor bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",18,Ranged,1,3,5,-1,2
2773,Reductor pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",3,Ranged,1,3,4,-4,2
2773,Close combat weapon,,Melee,Melee,4,3,4,0,1
2775,Bolt Pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,4,0,1
2775,Bolt rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">ASSAULT</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",24,Ranged,2,3,4,-1,1
2775,Close combat weapon,,Melee,Melee,5,2,4,0,1
2775,Power weapon,,Melee,Melee,5,2,5,-2,1
2776,Hand flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">IGNORES COVER</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">TORRENT</a>",12,Ranged,D6,N/A,3,0,1
2776,Heavy bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,3,4,-1,1
2776,Plasma pistol - standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,7,-2,1
2776,Plasma pistol - supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,8,-3,2
2776,Astartes chainsword,,Melee,Melee,4,3,4,-1,1
2776,Power weapon,,Melee,Melee,5,2,5,-2,1
2776,Power fist,,Melee,Melee,3,3,8,-2,2
2779,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2779,Bolt sniper rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",36,Ranged,1,3,5,-2,3
2779,Deathwatch bolt carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",24,Ranged,2,3,5,-1,1
2779,Deathwatch marksman bolt carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",24,Ranged,2,3,5,-1,1
2779,Deathwatch occulus bolt carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",24,Ranged,2,3,5,-1,1
2779,Instigator bolt carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,1,3,4,-2,2
2779,Las fusil,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,1,3,9,-3,D6
2779,Special-issue bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",12,Ranged,1,3,4,-1,1
2779,Close combat weapon,,Melee,Melee,3,3,4,0,1
2779,Combat knife,"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,4,3,4,-1,1
2779,Paired combat blades,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,3,3,4,-1,1
2780,Astartes grenade launcher – frag,"<span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a></span>",24,Ranged,D3,3,4,0,1
2780,Astartes grenade launcher – krak,,24,Ranged,1,3,9,-2,D3
2780,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2780,Castellan launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",36,Ranged,D3,3,4,0,1
2780,Deathwatch bolt rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",24,Ranged,2,3,5,-2,1
2780,Hand flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,3,0,1
2780,Heavy bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,3,4,-1,1
2780,Plasma incinerator – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,2,3,7,-2,1
2780,Plasma incinerator – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,2,3,8,-3,2
2780,Plasma pistol - standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,7,-2,1
2780,Plasma pistol - supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,8,-3,2
2780,Pyreblaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,0,1
2780,Superfrag rocket launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,D6+1,4,5,0,1
2780,Superkrak rocket launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,1,4,10,-2,D6+1
2780,Vengor launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6,2,7,-1,2
2780,Astartes chainsword,,Melee,Melee,4,3,4,-1,1
2780,Close combat weapon,,Melee,Melee,3,3,4,0,1
2780,Power fist,,Melee,Melee,3,3,8,-2,2
2780,Power weapon,,Melee,Melee,4,3,5,-2,1
2780,Thunder hammer,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,3,4,8,-2,2
2781,Auto boltstorm gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,3,3,4,0,1
2781,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,4,0,1
2781,Deathwatch heavy bolt rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",30,Ranged,2,3,5,-2,2
2781,Deathwatch heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,3,5,-2,3
2781,Fragstorm grenade launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,3,4,0,1
2781,Flamestorm gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,D6+1,N/A,4,0,1
2781,Melta rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,1,3,9,-4,D6
2781,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,4,9,-4,D6
2781,Close combat weapon,,Melee,Melee,3,3,4,0,1
2781,Twin power fists,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,3,3,8,-2,2
2783,Boltgun,,24,Ranged,2,3,4,0,1
2783,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,4,4,-1,1
2783,Deathwatch shotgun,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",24,Ranged,2,3,4,0,2
2783,Frag cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire d3</a>",18,Ranged,D3,4,7,-1,2
2783,Infernus heavy bolter – heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,4,5,-1,2
2783,Infernus heavy bolter – heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
2783,Stalker-pattern boltgun,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",24,Ranged,1,3,4,-1,2
2783,Black Shield blades,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,4,3,5,-2,1
2783,Close combat weapon,,Melee,Melee,3,3,4,0,1
2783,Deathwatch thunder hammer,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,3,4,10,-2,3
2783,Power weapon,,Melee,Melee,3,3,5,-2,1
2783,Xenophase blade,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,4,3,5,-2,1
2786,Bellicatus missile array – frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,0,1
2786,Bellicatus missile array – Icarus,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",48,Ranged,D3,3,8,-1,2
2786,Bellicatus missile array – krak,,48,Ranged,1,3,8,-2,D6
2786,Fragstorm grenade launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,3,4,0,1
2786,Ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,0,1
2786,Ironhail skytalon array,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,8,3,4,0,1
2786,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2786,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2786,Armoured hull,,Melee,Melee,3,4,6,0,1
2787,Fragstorm grenade launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,3,4,0,1
2787,Icarus rocket pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",24,Ranged,D3,3,8,-1,2
2787,Ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,0,1
2787,Lancer laser destroyer,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",72,Ranged,2,3,14,-4,D6+3
2787,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2787,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2787,Armoured hull,,Melee,Melee,3,4,6,0,1
2788,Icarus rocket pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",24,Ranged,D3,3,8,-1,2
2788,Ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,0,1
2788,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2788,Twin las-talon,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,2,3,10,-3,D6+1
2788,Armoured hull,,Melee,Melee,3,4,6,0,1
2789,Icarus rocket pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",24,Ranged,D3,3,8,-1,2
2789,Ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,0,1
2789,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2789,Tempest bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 4</a>",24,Ranged,4,3,4,-1,1
2789,Twin heavy onslaught gatling cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,12,3,6,0,1
2789,Armoured hull,,Melee,Melee,3,4,6,0,1
2790,Heavy laser destroyer,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",72,Ranged,2,3,16,-4,D6+4
2790,Heavy onslaught gatling cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",24,Ranged,12,3,6,0,1
2790,Icarus rocket pod,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",24,Ranged,D3,3,8,-1,2
2790,Ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>",36,Ranged,3,3,4,0,1
2790,Macro plasma incinerator – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",36,Ranged,D6+1,3,8,-3,2
2790,Macro plasma incinerator – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>",36,Ranged,D6+1,3,9,-4,3
2790,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2790,Repulsor Executioner defensive array,,24,Ranged,10,3,4,0,1
2790,Twin heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,5,-1,2
2790,Twin Icarus ironhail heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,4,0,1
2790,Armoured hull,,Melee,Melee,6,4,8,0,1
2791,Heavy onslaught gatling cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",24,Ranged,12,3,6,0,1
2791,Hunter-slayer missile,"<a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>, one shot",48,Ranged,1,2,14,-3,D6
2791,Las-talon,,36,Ranged,2,3,10,-3,D6
2791,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2791,Repulsor defensive array,,24,Ranged,18,3,4,0,1
2791,Twin heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,5,-1,2
2791,Twin lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,1,3,12,-3,D6+1
2791,Armoured hull,,Melee,Melee,6,4,8,0,1
2792,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,7,-2,1
2792,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,8,-3,2
2792,Artificer crozius,,Melee,Melee,6,2,6,-2,2
2792,Close combat weapon,,Melee,Melee,1,4,3,0,1
2793,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,3,4,0,1
2793,Heavy bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,2,4,-1,1
2793,Astartes chainsword,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,7,2,4,-1,1
2793,Master-crafted power weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,6,2,5,-2,2
2794,Ferocity,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",24,Ranged,2,2,5,-1,2
2794,Sword of the High Marshals – strike,,Melee,Melee,6,2,8,-3,3
2794,Sword of the High Marshals – sweep,,Melee,Melee,12,2,6,-3,1
2795,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,4,0,1
2795,Black Sword – strike,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-character 5+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,6,2,8,-3,3
2795,Black Sword – sweep,,Melee,Melee,10,2,6,-2,1
2796,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,3,4,0,1
2796,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,7,-2,1
2796,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,8,-3,2
2796,Master-crafted power weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,7,2,5,-2,2
2798,Heavy bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,3,4,-1,1
2798,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,7,-2,1
2798,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,8,-3,2
2798,Pyre pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
2798,Astartes chainsword,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,6,2,4,-1,1
2798,Master-crafted power weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,3,2,5,-2,2
