datasheet_id,name,M,T,Sv,inv_sv,inv_sv_descr,W,Ld,OC,base_size
2704,Fellblade,"9""",13,2+,-,,24,6+,8,Use model
2705,Gladiator Lancer,"10""",10,3+,-,,12,6+,3,100mm
2706,Ironclad Dreadnought,"6""",10,2+,-,,8,6+,3,60mm
2707,Judiciar,"6""",4,3+,4,* This model has a 4+ invulnerable save against melee attacks.,4,5+,1,40mm
2708,Kayvaan Shrike,"12""",4,3+,4,,5,6+,1,40mm
2709,Kor’sarro Khan,"6""",4,3+,4,,5,6+,1,40mm
2710,Land Raider Helios,"10""",12,2+,-,,16,6+,5,Use model
2711,Land Speeder,"14""",7,3+,-,,6,6+,2,60mm flying base
2712,OUTRIDER,"12""",5,3+,-,,4,6+,2,90 x 52mm
2712,INVADER ATV,"12""",5,3+,-,,8,6+,2,Use model
2713,Pedro Kantor,"6""",4,2+,4,,5,6+,1,25mm
2714,Predator Annihilator,"10""",10,3+,-,,11,6+,3,Use model
2715,Predator Destructor,"10""",10,3+,-,,11,6+,3,Use model
2717,Redemptor Dreadnought,"8""",10,2+,-,,12,6+,4,90mm
2718,Reiver Squad,"6""",4,3+,-,,2,6+,1,32mm
2719,Relic Contemptor Dreadnought,"6""",9,2+,5,,10,6+,3,60mm
2720,Relic Razorback,"12""",9,3+,-,,10,6+,2,Use model
2721,Repulsor,"10""",12,3+,-,,16,6+,5,100mm
2722,Repulsor Executioner,"10""",12,3+,-,,16,6+,5,100mm
2723,Rhino,"12""",9,3+,-,,10,6+,2,Use model
2724,Thunderhawk Transporter,"20+""",12,2+,-,,30,6+,0,120 x 92mm
2725,Tyrannic War Veterans,"6""",4,3+,-,,2,6+,1,25mm
2726,Vulkan He’stan,"6""",4,2+,4,,5,6+,1,40mm
2727,Whirlwind,"10""",10,3+,-,,11,6+,3,Use model
2728,Whirlwind Scorpius,"10""",10,3+,-,,11,6+,3,Use model
2729,Xiphon Interceptor,"20+""",9,3+,-,,12,6+,0,120 x 92mm flying base
2730,Heretic Astartes Daemon Prince With Wings,"12""",9,2+,4,,10,6+,3,60mm
2731,Renegade Enforcer,"6""",3,5+,5,,3,6+,1,25mm
2732,Renegade Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,40mm
2733,OGRYN PACK MASTER,"6""",6,5+,-,,4,7+,1,40mm
2733,CHAOS MAULER HOUND,"6""",4,6+,-,,1,7+,1,60 x 35mm
2734,Renegade Ogryn Brutes,"6""",6,5+,-,,3,7+,1,40mm
2735,Renegade Plague Ogryns,"5""",7,5+,-,,3,7+,1,40mm
2736,Deffkoptas With Big Shootas,"12""",6,4+,6,,4,7+,2,75 x 42mm
2737,Death Company Marines With Jump Packs,"12""",4,3+,-,,2,6+,1,32mm
2738,Sanguinary Priest With Jump Pack,"12""",4,3+,-,,4,6+,1,32mm
2739,Earthshaker Platform,-,8,3+,-,,8,7+,2,Use model
2740,Elysian Drop Sentinel,"10""",6,3+,-,,6,7+,2,60mm
2741,Leman Russ Eradicator,"10""",11,2+,-,,13,7+,3,Use model
2742,Leman Russ Executioner,"10""",11,2+,-,,13,7+,3,Use model
2743,Leman Russ Exterminator,"10""",11,2+,-,,13,7+,3,Use model
2744,Leman Russ Punisher,"10""",11,2+,-,,13,7+,3,Use model
2745,Leman Russ Vanquisher,"10""",11,2+,-,,13,7+,3,Use model
2746,Tempestus Scions,"6""",3,4+,-,,1,7+,1,25mm
2748,Ravenwing Command Squad,"12""",5,3+,5,,4,6+,2,75 x 42mm
2749,Daemon Prince of Nurgle with Wings,"12""",11,2+,4,,10,6+,3,60mm
2750,Icon Bearer,"5""",6,3+,-,,4,5+,1,32mm
2751,Norn Emissary,"10""",11,2+,4,,16,7+,5,100mm
2752,Norn Assimilator,"10""",11,2+,-,,16,7+,5,100mm
2753,Neurolictor,"8""",5,4+,4,,7,7+,1,50mm
2755,Exalted Sorcerer on Disc of Tzeentch,"10""",4,3+,4,,6,6+,2,40mm
2757,Daemon Prince of Khorne with Wings,"14""",9,2+,4,,10,6+,3,60mm
2758,Daemon Prince Of Chaos With Wings,"12""",9,2+,4,,10,6+,3,60mm
2759,Autarch Wayleaper,"14""",3,3+,4,,4,6+,1,32mm
2760,Inquisitor In Terminator Armour,"5""",4,2+,4,,5,6+,1,25mm
2761,Damned Legionnaires,"6""",4,3+,4,,2,6+,1,25mm
2762,ROGUE TRADER,"6""",3,4+,4,,4,6+,1,25mm
2762,OTHER MODELS,"6""",3,4+,4,,2,7+,1,25mm
2763,Janus Draik,"6""",3,4+,4,,4,6+,1,32mm
2764,Neyam Shai Murad,"6""",3,4+,4,,4,6+,1,32mm
2765,Navigator,"6""",3,5+,4,,3,7+,1,32mm
2766,Ur-025,"5""",5,3+,-,,4,7+,1,32mm
2767,Inquisitorial Agents,"6""",3,5+,-,,1,7+,1,25mm
2768,Grey Knights Relic Razorback,"12""",9,3+,-,,10,6+,2,Use model
2769,Armiger Moirax,"12""",9,3+,5,* Against ranged attacks only,14,7+,6,100mm
2770,Sir Hekhtur,"6""",3,4+,-,,3,5+,1,25mm
2771,EPHRAEL STERN,"8""",3,3+,4,,5,7+,1,32mm
2771,KYGANIL OF THE BLOODY TEARS,"8""",3,6+,4,,3,7+,1,32mm
2772,Company Heroes,"6""",4,3+,-,,4,6+,1,40mm
2773,Apothecary,"6""",4,3+,-,,4,6+,1,40mm
2775,Ancient,"6""",4,3+,-,,4,6+,1,40mm
2776,Assault Intercessors With Jump Packs,"12""",4,3+,-,,2,6+,1,32mm
2779,Spectrus Kill Team,"6""",4,3+,-,,2,6+,1,32mm
2780,Fortis Kill Team,"6""",4,3+,-,,2,6+,2,32mm
2781,Indomitor Kill Team,"5""",6,3+,-,,3,6+,1,40mm
2783,Deathwatch Veterans,"6""",4,3+,-,,2,6+,2,32mm
2786,Impulsor,"12""",9,3+,-,,11,6+,2,100mm
2787,Gladiator Lancer,"10""",10,3+,-,,12,6+,3,100mm
2788,Gladiator Valiant,"10""",10,3+,-,,12,6+,3,100mm
2789,Gladiator Reaper,"10""",10,3+,-,,12,6+,3,100mm
2790,Repulsor Executioner,"10""",12,3+,-,,16,6+,5,100mm
2791,Repulsor,"10""",12,3+,-,,16,6+,5,100mm
2792,GRIMALDUS,"6""",4,3+,4,,4,5+,1,40mm
2792,CENOBYTE SERVITOR,"6""",4,3+,4,,1,8+,1,28mm
2793,Castellan,"6""",4,3+,-,,4,6+,1,40mm
2794,High Marshal Helbrecht,"6""",4,2+,4,,6,6+,3,60mm
2795,Emperor’s Champion,"8""",4,2+,4,,5,6+,1,40mm
2796,Marshal,"6""",4,3+,4,,5,6+,1,40mm
2798,Sword Brethren Squad,"6""",4,3+,-,,3,6+,1,40mm
2799,NEOPHYTES,"6""",4,4+,-,,2,6+,2,25mm
2799,OTHER MODELS,"6""",4,3+,-,,2,6+,2,32mm
2801,Venerable Dreadnought,"8""",9,2+,-,,8,6+,3,60mm
2807,Castellum Stronghold,-,13,2+,-,,50,6+,0,Use model
2808,Wall Of Martyrs Bunker,-,13,2+,-,,10,7+,0,Use model
2809,Wall Of Martyrs Defence Line,-,12,2+,-,,10,7+,0,Use model
2810,Wall Of Martyrs Defence Emplacement,-,12,2+,-,,10,7+,0,Use model
2811,Aegis Defence Line With Weapon Emplacement,-,12,2+,-,,10,7+,0,Use model
3582,Khorne Berzerkers,"8""",4,3+,-,,2,6+,2,32mm
3583,Rubric Marine,"6""",4,3+,5,,2,7+,2,32mm
3583,Aspiring Sorcerer,"6""",4,3+,5,,3,6+,2,32mm
3584,Plague Marines,"5""",6,3+,-,,2,6+,2,32mm
3585,Chaos Thunderhawk,"20+""",12,2+,-,,30,6+,0,120 x 92mm flying base
3586,Greater Blight Drone,"10""",9,3+,5,,10,6+,3,60mm
3587,Blood Slaughterer,"12""",9,3+,5,,10,6+,3,Use model
3588,Chaos Thunderhawk,"20+""",12,2+,-,,30,6+,0,120 x 92mm flying base
3589,Greater Brass Scorpion,"12""",12,3+,5,,26,6+,10,Use model
3590,Kytan Ravager,"10""",12,3+,5,,24,6+,10,170 x 109mm
3591,Chaos Thunderhawk,"20+""",12,2+,-,,30,6+,0,120 x 92mm flying base
3592,Chaos Lord On Palanquin Of Nurgle,"5""",5,3+,4,,8,6+,2,60mm
3593,NIGHTMARE HULK,"5""",5,6+,-,,4,7+,1,40mm
3593,GELLERPOX MUTANTS,"5""",5,6+,-,,1,7+,1,25mm
3594,Hell Blade,"20+""",8,3+,5,,10,6+,0,120 x 92mm flying base
3595,Hell Talon,"20+""",9,3+,5,,14,6+,0,120 x 92mm flying base
3596,Mutoid Vermin,"8""",2,7+,-,,1,8+,0,25mm
3597,Chaos Lord On Disc Of Tzeentch,"12""",4,3+,4,,6,6+,1,40mm
3598,Hell Blade,"20+""",8,3+,5,,10,6+,0,120 x 92mm flying base
3599,Hell Talon,"20+""",9,3+,5,,14,6+,0,120 x 92mm flying base
3600,Sorcerer On Palanquin Of Nurgle,"5""",5,3+,-,,7,6+,2,60mm
3601,Hell Blade,"20+""",8,3+,5,,10,6+,0,120 x 92mm flying base
3602,Hell Talon,"20+""",9,3+,5,,14,6+,0,120 x 92mm flying base
3603,Terrax-pattern Termite,"8""",10,3+,-,,14,6+,2,Use model
3604,Terrax-pattern Termite,"8""",10,3+,-,,14,6+,2,Use model
3605,Terrax-pattern Termite,"8""",10,3+,-,,14,6+,2,Use model
3606,Terrax-pattern Termite,"8""",10,3+,-,,14,6+,2,Use model
3607,Land Raider Achilles,"10""",12,2+,4,,16,6+,5,Use model
3608,Land Raider Achilles,"10""",12,2+,4,,16,6+,5,Use model
3609,Land Raider Achilles,"10""",12,2+,4,,16,6+,5,Use model
3610,Land Raider Achilles,"10""",12,2+,4,,16,6+,5,Use model
3611,Land Raider Proteus,"12""",12,2+,-,,16,6+,5,Use model
3612,Land Raider Proteus,"12""",12,2+,-,,16,6+,5,Use model
3613,Land Raider Proteus,"12""",12,2+,-,,16,6+,5,Use model
3614,Land Raider Proteus,"12""",12,2+,-,,16,6+,5,Use model
3615,Fire Raptor Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3616,Fire Raptor Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3617,Fire Raptor Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3618,Fire Raptor Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3619,Spartan,"10""",12,2+,-,,18,6+,6,Use model
3620,Spartan,"10""",12,2+,-,,18,6+,6,Use model
3621,Spartan,"10""",12,2+,-,,18,6+,6,Use model
3622,Spartan,"10""",12,2+,-,,18,6+,6,Use model
3623,Deredeo Dreadnought,"6""",9,2+,5,,12,6+,3,80mm
3624,Deredeo Dreadnought,"6""",9,2+,5,,12,6+,3,80mm
3625,Deredeo Dreadnought,"6""",9,2+,5,,12,6+,3,80mm
3626,Deredeo Dreadnought,"6""",9,2+,5,,12,6+,3,80mm
3627,Cerberus,"10""",12,2+,-,,18,6+,6,Use model
3628,Cerberus,"10""",12,2+,-,,18,6+,6,Use model
3629,Cerberus,"10""",12,2+,-,,18,6+,6,Use model
3630,Cerberus,"10""",12,2+,-,,18,6+,6,Use model
3631,Kratos,"10""",12,2+,-,,18,6+,6,Use model
3632,Kratos,"10""",12,2+,-,,18,6+,6,Use model
3633,Kratos,"10""",12,2+,-,,18,6+,6,Use model
3634,Kratos,"10""",12,2+,-,,18,6+,6,Use model
3635,Sokar-pattern Stormbird,"20+""",13,2+,4,* Against ranged attacks only,40,6+,0,Use model
3636,Sokar-pattern Stormbird,"20+""",13,2+,4,* Against ranged attacks only,40,6+,0,Use model
3637,Sokar-pattern Stormbird,"20+""",13,2+,4,* Against ranged attacks only,40,6+,0,Use model
3638,Sokar-pattern Stormbird,"20+""",13,2+,4,* Against ranged attacks only,40,6+,0,Use model
3639,Sicaran Battle Tank,"10""",11,2+,-,,14,6+,4,Use model
3640,Sicaran Battle Tank,"10""",11,2+,-,,14,6+,4,Use model
3641,Sicaran Battle Tank,"10""",11,2+,-,,14,6+,4,Use model
3642,Sicaran Battle Tank,"10""",11,2+,-,,14,6+,4,Use model
3643,Mastodon,"9""",14,2+,-,,30,6+,12,Use model
3644,Mastodon,"9""",14,2+,-,,30,6+,12,Use model
3645,Mastodon,"9""",14,2+,-,,30,6+,12,Use model
3646,Mastodon,"9""",14,2+,-,,30,6+,12,Use model
3647,Leviathan Dreadnought,"8""",10,2+,5,,12,6+,4,80mm
3648,Leviathan Dreadnought,"8""",10,2+,5,,12,6+,4,80mm
3649,Leviathan Dreadnought,"8""",10,2+,5,,12,6+,4,80mm
3650,Leviathan Dreadnought,"8""",10,2+,5,,12,6+,4,80mm
3651,Fellblade,"9""",13,2+,-,,24,6+,8,Use model
3652,Fellblade,"9""",13,2+,-,,24,6+,8,Use model
3653,Fellblade,"9""",13,2+,-,,24,6+,8,Use model
3654,Fellblade,"9""",13,2+,-,,24,6+,8,Use model
3655,Relic Contemptor Dreadnought,"6""",9,2+,5,,10,6+,3,60mm
3656,Relic Contemptor Dreadnought,"6""",9,2+,5,,10,6+,3,60mm
3657,Relic Contemptor Dreadnought,"6""",9,2+,5,,10,6+,3,60mm
3658,Relic Contemptor Dreadnought,"6""",9,2+,5,,10,6+,3,60mm
3659,Whirlwind Scorpius,"10""",10,3+,-,,11,6+,3,Use model
3660,Whirlwind Scorpius,"10""",10,3+,-,,11,6+,3,Use model
3661,Whirlwind Scorpius,"10""",10,3+,-,,11,6+,3,Use model
3662,Whirlwind Scorpius,"10""",10,3+,-,,11,6+,3,Use model
3663,Xiphon Interceptor,"20+""",9,3+,-,,12,6+,0,120 x 92mm flying base
3664,Xiphon Interceptor,"20+""",9,3+,-,,12,6+,0,120 x 92mm flying base
3665,Xiphon Interceptor,"20+""",9,3+,-,,12,6+,0,120 x 92mm flying base
3666,Xiphon Interceptor,"20+""",9,3+,-,,12,6+,0,120 x 92mm flying base
3667,Rapier Carrier,"3""",6,2+,-,,6,6+,2,Use model
3668,Rapier Carrier,"3""",6,2+,-,,6,6+,2,Use model
3669,Rapier Carrier,"3""",6,2+,-,,6,6+,2,Use model
3670,Rapier Carrier,"3""",6,2+,-,,6,6+,2,Use model
3671,Storm Eagle Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3672,Storm Eagle Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3673,Storm Eagle Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3674,Storm Eagle Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base
3675,Sicaran Venator,"10""",11,2+,-,,14,6+,4,Use model
3676,Sicaran Venator,"10""",11,2+,-,,14,6+,4,Use model
3677,Sicaran Venator,"10""",11,2+,-,,14,6+,4,Use model
3678,Sicaran Venator,"10""",11,2+,-,,14,6+,4,Use model
3679,Typhon,"10""",12,2+,-,,18,6+,6,Use model
3680,Typhon,"10""",12,2+,-,,18,6+,6,Use model
3681,Typhon,"10""",12,2+,-,,18,6+,6,Use model
3682,Typhon,"10""",12,2+,-,,18,6+,6,Use model
3683,Sicaran Punisher,"10""",11,2+,-,,14,6+,4,Use model
3684,Sicaran Punisher,"10""",11,2+,-,,14,6+,4,Use model
3685,Sicaran Punisher,"10""",11,2+,-,,14,6+,4,Use model
3686,Sicaran Punisher,"10""",11,2+,-,,14,6+,4,Use model
3687,Falchion,"9""",13,2+,-,,24,6+,8,Use model
3688,Falchion,"9""",13,2+,-,,24,6+,8,Use model
3689,Falchion,"9""",13,2+,-,,24,6+,8,Use model
3690,Falchion,"9""",13,2+,-,,24,6+,8,Use model
3691,Da Red Gobbo,"6""",2,5+,4,,3,7+,1,32mm
3692,,"10""",3,4+,-,,5,7+,2,40mm
3693,,"5""",5,2+,4,,6,6+,1,40mm
3694,Sydonian Dragoons,"10""",7,3+,5,,7,7+,2,105 x 70mm
3695,Sydonian Skatros,"8""",4,4+,5,,4,7+,1,40mm
3696,,"5""",5,2+,4,,6,6+,1,
3697,,"6""",4,3+,4,,6,6+,1,
3698,Inner Circle Companions,"6""",4,3+,-,,3,6+,2,40mm
3699,Crisis Sunforge Battlesuits,"10""",5,3+,4,,4,7+,2,50mm
3700,Crisis Battlesuits,"10""",5,3+,-,,4,7+,2,50mm
3701,Crisis Battlesuits,"10""",5,3+,-,,4,7+,2,50mm
3702,Kroot Trail Shaper,"7""",3,6+,-,,3,7+,1,32mm
3703,Kroot War Shaper,"7""",3,6+,-,,3,7+,1,32mm
3704,Kroot Flesh Shaper,"7""",3,6+,-,,3,7+,1,32mm
3705,Kroot Lone-Spear,"12""",5,5+,-,,6,7+,2,90 x 52mm
3706,Krootox Rampagers,"7""",6,5+,-,,5,7+,2,50mm
3707,Big Mek,"6""",5,3+,-,,6,7+,1,50mm
3709,Ufthak Blackhawk,"6""",5,4+,5,,6,6+,1,50mm
3710,,"6""",5,5+,-,,1,7+,1,28mm
3711,Chaos Lord,"12""",4,3+,4,,5,6+,1,40mm
3712,Cultist Firebrand,"6""",4,4+,-,,4,6+,1,32mm
3713,Cultist Mob with Firearms,"6""",3,6+,-,,1,7+,1,25mm
3714,Canoness,"12""",3,3+,4,,3,7+,1,32mm
3715,Benefictus,"6""",3,5+,5,,3,7+,1,32mm
3716,Acolyte Hybrids With Hand Flamers,"6""",4,5+,-,,1,7+,2,32mm
3811,Celestian Sacresant Aveline,"6""",3,3+,4,,4,7+,1,50mm
3812,Ministorum Priest,"6""",3,6+,4,,3,7+,1,32mm
3813,Grey Knights Terminator Squad,"5""",5,2+,4,,3,6+,2,40mm
3814,Watch Captain Artemis,"6""",4,3+,4,,4,6+,1,32mm
3815,Watch Master,"6""",4,2+,4,,5,6+,1,32mm
3816,Deathwatch Veterans,"6""",4,3+,-,,2,6+,2,32mm
3817,Corvus Blackstar,"20+""",10,3+,-,,14,6+,0,120 x 92mm flying base
3818,Battle Sisters Squad,"6""",3,3+,6,,1,7+,2,32mm
3819,Immolator,"12""",10,3+,6,,11,7+,2,Use model
3820,Chimera,"10""",9,3+,-,,11,7+,2,Use model
3821,KILL TEAM VETERAN,"6""",4,3+,-,,2,6+,2,32mm
3821,KILL TEAM BIKER,"12""",5,3+,-,,3,6+,2,75 x 42mm
3821,CHAPLAIN CASSIUS,"6""",4,3+,4,,4,5+,2,32mm
3821,KILL TEAM TERMINATOR,"5""",5,2+,4,,3,6+,2,40mm
3822,Deathwatch Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm
3823,Veteran Bike Squad,"12""",5,3+,-,,3,6+,2,75 x 25mm
3824,KILL TEAM VETERANS,"6""",4,3+,-,,2,6+,1,32mm
3824,KILL TEAM BIKER,"12""",5,3+,-,,3,6+,2,75 x 42mm
3824,KILL TEAM TERMINATOR,"5""",5,2+,4,* Kill Team Terminator models only.,3,6+,1,40mm
3825,KILL TEAM INTERCESSOR,"6""",4,3+,-,,2,6+,1,32mm
3825,KILL TEAM OUTRIDER,"12""",5,3+,-,,4,6+,2,90 x 52mm
3826,Indomitor Kill Team,"5""",6,3+,-,,3,6+,1,40mm
3827,Spectrus Kill Team,"6""",4,3+,-,,2,6+,1,32mm
3828,Daemonhost,"6""",3,5+,5,,3,7+,0,25mm
3829,Jokaero Weaponsmith,"6""",3,5+,4,,2,7+,0,25mm
3830,Imperial Rhino,"12""",9,3+,-,,10,6+,2,Use model
3831,Captain,"6""",4,3+,4,,5,6+,1,40mm
3832,Death Company Captain,"6""",4,3+,4,,5,6+,1,40mm
3833,Death Company Captain,"12""",4,3+,4,,5,6+,1,40mm
3834,Tempestus Aquilons,"6""",3,4+,-,,1,7+,1,28mm
3835,Death Company Dreadnought with Magna-grapple,"8""",9,2+,-,,8,6+,3,90mm
3836,Death Company Marines with Boltguns,"6""",4,3+,-,,2,6+,1,32mm
3837,Death Company Marines with Boltguns and Jump Packs,"12""",4,3+,-,,2,6+,1,32mm
3838,Lieutenant Titus,"6""",4,3+,-,,5,6+,1,40mm
3839,Tech-priest Dominus,"6""",4,2+,5,,4,7+,1,50mm
3840,Tech-priest Manipulus,"6""",4,2+,5,,4,7+,1,50mm
3841,Skitarii Marshal,"6""",3,4+,5,,3,6+,1,32mm
3842,Skitarii Rangers,"6""",3,4+,5,,1,7+,2,25mm
3843,Skitarii Vanguard,"6""",3,4+,5,,1,7+,2,25mm
3844,Cultist Firebrand,"6""",4,4+,-,,4,6+,1,32mm
3845,CULT DEMAGOGUE,"6""",3,6+,-,,4,6+,1,32mm
3845,OTHER MODELS,"6""",3,6+,-,,1,7+,1,28mm
3846,TRAITOR ENFORCER,"6""",3,5+,5,* Traitor Enforcer model only.,3,6+,1,32mm
3846,TRAITOR OGRYN,"6""",6,5+,-,,4,7+,1,40mm
3847,Renegade Enforcer,"6""",3,5+,5,,3,6+,1,25mm
3848,Rogue Psyker,"6""",3,5+,-,,3,7+,1,32mm
3849,Cultist Mob,"6""",3,6+,-,,1,7+,1,25mm
3850,Cultist Mob with Firearms,"6""",3,6+,-,,1,7+,1,25mm
3851,MUTANT,"6""",4,6+,-,,1,7+,1,25mm
3851,TORMENT,"6""",4,6+,-,,3,7+,1,40mm
3852,Fellgor Beastmen,"6""",4,5+,-,,1,7+,1,32mm
3853,Traitor Guardsmen Squad,"6""",3,5+,-,,1,7+,2,25mm
3854,NIGHTMARE HULK,"5""",5,6+,-,,4,7+,1,40mm
3854,GELLERPOX MUTANTS,"5""",5,6+,-,,1,7+,1,25mm
3855,Mutoid Vermin,"8""",2,7+,-,,1,8+,0,25mm
3856,Negavolt Cultists,"6""",3,7+,5,,1,7+,1,32mm
3857,Renegade Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,40mm
3858,OGRYN PACK MASTER,"6""",6,5+,-,,4,7+,1,40mm
3858,CHAOS MAULER HOUND,"6""",4,6+,-,,1,7+,1,60 x 35mm
3859,Renegade Ogryn Brutes,"6""",6,5+,-,,3,7+,1,40mm
3860,Renegade Plague Ogryns,"5""",7,5+,-,,3,7+,1,40mm
3861,BREAKA BOY,"6""",5,4+,-,,2,7+,1,32mm
3871,Watch Master,"6""",4,2+,4,,5,6+,1,32mm
3872,Watch Captain Artemis,"6""",4,3+,4,,4,6+,1,32mm
3873,Deathwatch Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm
3874,KILL TEAM SERGEANT WITH JUMP PACK AND KILL TEAM INTERCESSORS WITH JUMP PACKS,"12""",4,3+,-,,2,6+,1,32mm
3874,KILL TEAM HEAVY INTERCESSORS WITH JUMP PACKS,"10""",6,3+,-,,3,6+,1,40mm
3875,KILL TEAM VETERAN,"6""",4,3+,-,,2,6+,2,32mm
3875,KILL TEAM BIKER,"12""",5,3+,-,,3,6+,2,75 x 42mm
3875,CHAPLAIN CASSIUS,"6""",4,3+,4,,4,5+,2,32mm
3875,KILL TEAM TERMINATOR,"5""",5,2+,4,,3,6+,2,40mm
3876,Legionaries,"6""",4,3+,-,,2,6+,1,32mm
3877,Deathleaper,"8""",6,3+,4,,7,7+,1,60mm
3878,Parasite Of Mortrex,"12""",5,4+,-,,5,8+,1,40mm
3879,Winged Hive Tyrant,"12""",9,2+,4,,10,7+,3,60mm
3880,Winged Tyranid Prime,"12""",5,4+,-,,6,7+,1,50mm
3881,Gargoyles,"12""",3,6+,-,,1,8+,2,32mm flying base
3882,Tyrannocyte,"8""",9,3+,-,,10,8+,2,100mm
3883,Lictor,"8""",6,4+,-,,6,7+,1,50mm
3884,Mawloc,"10""",10,3+,-,,14,8+,4,120 x 92mm
3885,Neurolictor,"8""",5,4+,4,,7,7+,1,50mm
3886,Raveners,"10""",5,4+,-,,3,8+,1,40mm
3887,Trygon,"10""",10,3+,-,,14,8+,4,120 x 92mm
3888,Von Ryan’s Leapers,"10""",5,4+,6,,3,8+,1,40mm
3889,LORD COMMISSAR,"6""",3,5+,-,,3,6+,1,32mm
3889,VETERAN GUARDSMAN,"6""",3,5+,-,,1,7+,1,25mm
3890,Lord Marshal Dreir,"10""",4,4+,4,,6,7+,2,75 x 42mm
3891,CATACHAN COMMANDER,"6""",3,5+,-,,3,7+,1,28mm
3891,VETERAN GUARDSMAN,"6""",3,5+,-,,1,7+,1,28mm
3892,Rogal Dorn Tank Commander,"10""",12,2+,-,,18,7+,5,Use model
3893,Krieg Combat Engineers,"6""",3,4+,-,,1,7+,1,25mm
3894,Catachan Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,50mm
3895,HEAVY WEAPONS GUNNER,"4""",3,4+,-,,2,7+,1,50mm
3895,FIRE COORDINATOR,"6""",3,5+,-,,1,7+,1,25mm
3896,Artillery Team,"3""",7,3+,-,,10,7+,3,130mm
3897,Artillery Team,"3""",5,4+,-,,6,7+,2,100mm
3898,Death Riders,"10""",4,4+,-,,2,7+,1,60 x 35mm
3909,Lhykhis,"12""",3,2+,4,,5,6+,1,40mm
3910,D-cannon Platform,"7""",6,4+,-,,5,7+,1,40mm
3911,Shadow Weaver Platform,"7""",6,4+,-,,5,7+,1,40mm
3912,Vibro Cannon Platform,"7""",6,4+,-,,5,7+,1,40mm
3913,Wraithknight,"12""",12,2+,-,,18,6+,10,120 x 92mm
3914,Ynnari Archon,"8""",3,4+,2,* See Shadow Field ability (below),4,6+,1,25mm
3915,Ynnari Succubus,"8""",3,6+,4,,4,6+,1,25mm
3916,Ynnari Kabalite Warriors,"8""",3,4+,6,,1,6+,2,25mm
3917,Ynnari Wyches,"8""",3,6+,6,* 4+ against melee attacks only,1,6+,2,25mm
3918,INCUBI,"7""",3,3+,5,,1,6+,1,28mm
3918,KLAIVEX,"7""",3,3+,5,,2,6+,1,28mm
3919,Ynnari Reavers,"16""",4,4+,6,,2,6+,2,32mm flying base
3920,Ynnari Raider,"14""",8,4+,6,,10,6+,2,60mm flying base
3921,Venom,"14""",6,4+,6,,6,6+,1,60mm flying base
3922,MINKA LESK,"6""",3,5+,5,,3,7+,1,
3922,LESK’S VETERANS,"6""",3,5+,5,,2,7+,1,
3923,Death Jester,"8""",3,6+,4,,4,6+,1,25mm
3924,Shadowseer,"8""",3,6+,4,,4,6+,1,25mm
3925,Solitaire,"12""",3,6+,4,,4,6+,1,25mm
3926,Troupe Master,"8""",3,6+,4,,4,6+,1,25mm
3927,Starweaver,"14""",6,4+,4,,6,6+,2,65mm
3928,Skyweavers,"14""",4,4+,4,,3,6+,2,60mm flying base
3929,Troupe,"8""",3,6+,4,,1,6+,1,25mm
3930,Voidweaver,"14""",6,4+,4,,6,6+,2,65mm
3931,Corsair Voidreavers,"7""",3,4+,-,,1,7+,2,28mm
3932,Corsair Voidscarred,"7""",3,4+,-,,1,7+,1,28mm
3933,Corsair Cloud Dancer Band,"14""",4,3+,-,,2,6+,2,32mm flying base
3934,Corsair Reaver Band,"7""",3,5+,-,,3,6+,2,25mm
3935,Corsair Skyreaver Band,"14""",3,5+,-,,3,6+,1,25mm
3937,Ratlings,"6""",2,6+,-,,2,8+,2,
3938,Cadian Castellan,"6""",3,5+,5,,4,7+,1,28mm
3939,CADIAN COMMANDER,"6""",3,5+,-,,3,7+,1,28mm
3939,CADIAN VETERAN GUARDSMAN,"6""",3,5+,-,,1,7+,1,28mm
3940,CATACHAN COMMANDER,"6""",3,5+,-,,3,7+,1,28mm
3940,VETERAN GUARDSMAN,"6""",3,5+,-,,1,7+,1,28mm
3941,LORD COMMISSAR,"6""",3,5+,-,,3,6+,1,32mm
3941,VETERAN GUARDSMAN,"6""",3,5+,-,,1,7+,1,25mm
3942,Leman Russ Commander,"10""",11,2+,-,,13,7+,3,Use model
3943,Primaris Psyker,"6""",3,5+,-,,3,7+,1,32mm
3944,Rogal Dorn Tank Commander,"10""",12,2+,-,,18,7+,5,Use model
3945,Death Rider Commissar,"12""",4,4+,5,,4,6+,1,40mm
