datasheet_id,line,button,description
3836,3,•,"Any number of models can each have their Astartes chainsword replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
3837,1,•,"Any number of models can each have their boltgun and close combat weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1  Astartes chainsword and 1 bolt pistol</li><li>1 thunder hammer</li></ul>"
3837,2,•,"Any number of models can each have their bolt pistol replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>"
3837,3,•,"Any number of models can each have their Astartes chainsword replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
3838,1,•,None
3839,1,•,This model’s macrostubber can be replaced with 1 phosphor serpenta.
3839,2,•,This model’s volkite blaster can be replaced with 1 eradication ray.
3840,1,•,This model’s magnarail lance can be replaced with 1 transonic cannon.
3842,1,•,The Skitarii Ranger Alpha can be equipped with 1 Alpha combat weapon.
3842,2,•,The Skitarii Ranger Alpha’s galvanic rifle can be replaced with 1 Mechanicus pistol.
3842,3,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 arc rifle.
3842,4,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 plasma caliver.
3842,5,•,1 Skitarii Ranger’s galvanic rifle can be replaced with 1 transuranic arquebus.
3842,6,•,"1 Skitarii Ranger equipped with a galvanic rifle can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"
3842,7,*,* That model’s galvanic rifle cannot be replaced.
3843,1,•,The Skitarii Vanguard Alpha can be equipped with 1 Alpha combat weapon.
3843,2,•,The Skitarii Vanguard Alpha’s radium carbine can be replaced with 1 Mechanicus pistol.
3843,3,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 arc rifle.
3843,4,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 plasma caliver.
3843,5,•,1 Skitarii Vanguard’s radium carbine can be replaced with 1 transuranic arquebus.
3843,6,•,"1 Skitarii Vanguard equipped with a radium carbine can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"
3843,7,*,* That model’s radium carbine cannot be replaced.
3846,1,•,None
3847,1,•,"This model’s Enforcer pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autogun</li><li>1 lasgun</li><li>1 shotgun</li></ul>"
3847,2,•,"This model’s Enforcer melee weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
3848,1,•,None
3849,1,•,The Cultist Champion’s autopistol can be replaced with 1 bolt pistol.
3850,1,•,The Cultist Champion’s autopistol can be replaced with 1 bolt pistol.
3850,2,•,Any number of models can each have their autogun and close combat weapon replaced with 1 autopistol and 1 brutal assault weapon.
3850,3,•,"For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 flamer."
3850,4,•,"For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 heavy stubber."
3850,5,•,"For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 grenade launcher."
3852,1,•,The Fellgor Champion’s bolt pistol can be replaced with 1 plasma pistol.
3852,2,•,1 Fellgor Beastman’s close combat weapon can be replaced with 1 great weapon.
3852,3,•,1 Fellgor Beastman’s close combat weapon can be replaced with 1 corrupted stave.
3853,1,•,"Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 Cultist grenade launcher</li><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 Cultist sniper rifle</li></ul>"
3853,2,•,"The Traitor Sergeant’s close combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"
3853,3,•,The Traitor Sergeant’s corrupted pistol can be replaced with 1 boltgun.
3854,1,•,None
3855,1,•,None
3856,1,•,None
3857,1,•,"Any numbers of models’ heavy stubbers can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
3858,1,•,None
3859,1,•,One model’s Ogryn weapon can be replaced with 1 Ogryn power drill.
3860,1,•,None
3861,1,•,The Boss Nob’s smash hammer can be replaced with 1 rokkit pistol.
3861,2,•,One Breaka Boy’s smash hammer can be replaced with 1 knucklebustas.
3861,3,•,One Breaka Boy’s smash hammer can be replaced with 1 tankhammer.
3871,1,•,None
3872,1,•,None
3873,1,•,"Up to 3 Deathwatch Terminators can each have their storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 plasma cannon</li><li>1 cyclone missile launcher and 1 storm bolter (this model’s storm bolter cannot be replaced)</li></ul>"
3873,2,•,"Any number of models can each have their power fist and storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter and 1 power weapon</li><li>1 storm bolter and 1 chainfist</li><li>1 thunder hammer and 1 storm shield</li><li>1 twin lightning claws</li></ul>"
3874,1,•,"The Kill Team Sergeant with Jump Pack can replace its heavy bolt pistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"
3874,2,•,"The Kill Team Sergeant with Jump Pack can replace its Astartes chainsword with one of the following:<br><ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
3874,3,•,"For every 5 models in this unit, 1 model can replace its heavy bolt pistol with 1 plasma pistol."
3874,4,•,Any number of models can each have their assault bolters replaced with 1 plasma exterminators.
3875,1,•,Chaplain Cassius is equipped with: artificer crozius; bolt pistol.
3875,2,•,Vael Donatus is equipped with: boltgun; bolt pistol; close combat weapon.
3875,3,•,Zameon Gydrael is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon.
3875,4,•,Rodricus Grytt is equipped with: frag cannon; bolt pistol; close combat weapon.
3875,5,•,"Antor Delassio is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon, jump pack."
3875,6,•,"Edryc Setorax is equipped with: twin lightning claws, jump pack."
3875,7,•,Jensus Natorian is equipped with: psychic Cleanse; bolt pistol; force weapon; psychic hood.
3875,8,•,Drenn Redblade is equipped with: Long Vigil melee weapon; boltgun.
3875,9,•,Garran Branatar is equipped with: heavy flamer; Long Vigil ranged weapon; power fist.
3875,10,•,Ennox Sorrlock is equipped with: Long Vigil ranged weapon; close combat weapon.
3875,11,•,Jetek Suberei is equipped with: Deathwatch twin boltgun; Long Vigil melee weapon.
3876,1,•,The Visionary’s bolt pistol can be replaced with 1 plasma pistol.
3876,2,•,"The Visionary’s Nostraman chainblade can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 accursed weapon</li><li>1 power fist</li></ul>"
3876,3,•,Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.
3876,4,•,"If this unit contains 10 models, one Legionary’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 missile launcher</li></ul>"
3876,5,•,"One Legionary’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3876,6,•,"Up to four Legionaries can each have their boltgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 accursed weapon</li><li>1 Nostraman chainglaive</li><li>1 paired accursed weapons</li><li>1 voice eater and 1 Astartes chainsword</li></ul>"
3879,1,•,"This model’s monstrous bonesword and lash whip can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy venom cannon</li><li>1 stranglethorn cannon</li><li>1 monstrous scything talons</li></ul>"
3880,1,•,None
3886,1,•,None
3889,1,•,"1 Veteran Guardsman’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3889,2,•,The Lord Commissar's power weapon can be replaced with 1 power fist.
3889,3,•,The Lord Commissar can be equipped with 1 plasma pistol.
3889,4,•,"1 Veteran Guardsman’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 trench club</li><li>1 power weapon</li></ul>"
3889,5,•,"1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3891,1,•,"Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>"
3891,2,*,* You cannot select the same weapon from this list more than once per unit.
3891,3,•,Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**
3891,4,•,Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**
3891,5,•,1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**
3891,6,*,** A model can only take one of these options.
3891,7,•,"The Catachan Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3891,8,•,"The Catachan Commander can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>"
3892,1,•,This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.
3892,2,•,This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.
3892,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"
3892,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"
3893,1,•,1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.
3893,2,•,"1 Krieg Combat Engineer’s autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon."
3893,3,•,Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.
3893,4,•,"The Krieg Engineer Watchmaster’s autopistol can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"
3893,5,•,"The Krieg Engineer Watchmaster’s trench club can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"
3894,1,•,"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
3895,1,•,"Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Krieg heavy flamer</li><li>1 twin Krieg heavy stubber</li></ul>"
3896,1,•,"This model’s heavy mortar can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 siege cannon</li><li>1 heavy quad launcher</li><li>1 multiple rocket launcher</li></ul>"
3897,1,•,"Any number of models can each have their malleus rocket launcher replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bombast field gun</li><li>1 heavy lascannon</li></ul>"
3913,1,•,This model’s scattershield can be replaced with 1 heavy wraithcannon.
3913,2,•,"This model can be equipped with up to two of the following:<ul style=""list-style-type:circle""><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
3914,1,•,This model’s splinter pistol can be replaced with 1 blast pistol.
3915,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"
3916,1,•,The Sybarite’s close combat weapon can be replaced with 1 Sybarite weapon.
3916,2,•,The Sybarite can be equipped with 1 phantasm grenade launcher.
3916,3,•,"The Sybarite’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"
3916,4,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 blaster.
3916,5,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 dark lance.
3916,6,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 shredder.
3916,7,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 splinter cannon.
3917,1,•,The Hekatrix’s splinter pistol can be replaced with 1 blast pistol.
3918,1,•,The Klaivex’s klaive can be replaced with 1 demilklaives.
3919,1,•,The Arena Champion can be equipped with 1 agoniser.
3919,2,•,"For every 3 models in this unit, 1 model’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blaster</li><li>1 heat lance</li></ul>"
3919,3,•,"For every 3 models in this unit, 1 model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 grav-talon</li><li>1 cluster caltrops</li></ul>"
3920,1,•,This model’s dark lance can be replaced with 1 disintegrator cannon.
3921,1,•,This model’s twin splinter rifle can be replaced with 1 splinter cannon.
3922,1,•,None
3924,1,•,This model’s shuriken pistol can be replaced with 1 neuro disruptor.
3926,1,•,"This model’s shuriken pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 fusion pistol</li><li>1 neuro disruptor</li></ul>"
3926,2,•,This model's Troupe Master's blade can be replaced with 1 Harlequin's special weapon.
3928,1,•,Any number of models can each have their shuriken cannon replaced with 1 Skyweaver haywire cannon.
3928,2,•,Any number of models can each have their star bolas replaced with 1 zephyrglaive.
3929,1,•,Any number of models can each have their Harlequin’s blade replaced with 1 Harlequin’s special weapon.
3929,2,•,The Lead Player’s Harlequin’s blade can be replaced with 1 power sword.
3929,3,•,"If this unit contains 9 or fewer models:<ul style=""list-style-type:circle""><li>Up to 2 models can each have their shuriken pistol replaced with 1 neuro disruptor</li><li>Up to 2 models can each have their shuriken pistol replaced with 1 fusion pistol</li></ul>"
3929,4,•,"If this unit contains 10 or more models:<ul style=""list-style-type:circle""><li>Up to 4 models can each have their shuriken pistol replaced with 1 neuro disruptor</li><li>Up to 4 models can each have their shuriken pistol replaced with 1 fusion pistol</li></ul>"
3930,1,•,This model’s Voidweaver haywire cannon can be replaced with 1 prismatic cannon.
3931,1,•,"The Voidreaver Felarch’s shuriken pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 neuro disruptor</li><li>1 shuriken rifle</li></ul>"
3931,2,•,"The Voidreaver Felarch can be equipped with:<ul style=""list-style-type:circle""><li>1 mistshield</li></ul>"
3931,3,•,Any number of Corsair Voidreavers in this unit can each have their shuriken pistol and power sword replaced with 1 shuriken rifle.
3931,4,•,"For every 5 models in this unit, 1 Corsair Voidreaver’s power sword or shuriken rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blaster</li><li>1 shredder</li></ul>"
3931,5,•,"If this unit contains 10 models, 1 Corsair Voidreaver’s shuriken rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 shuriken cannon</li><li>1 wraithcannon</li></ul>"
3932,1,•,Any number of Corsair Voidscarred can each have their shuriken pistol and power sword replaced with 1 shuriken rifle.
3932,2,•,"The Voidscarred Felarch’s shuriken pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 neuro disruptor</li><li>1 shuriken rifle</li></ul>"
3932,3,•,The Voidscarred Felarch can be equipped with 1 mistshield.
3932,4,•,"For every 5 models in this unit, 1 Corsair  Voidscarred’s shuriken rifle can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 blaster</li><li>1 shredder</li></ul>"
3932,5,•,"If this unit contains 10 models, 1 Corsair Voidscarred’s shuriken rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 shuriken cannon</li><li>1 wraithcannon</li></ul>"
3932,6,•,"If this unit contains 10 models, 1 Corsair Voidscarred’s shuriken rifle can be replaced with 1 long rifle."
3932,7,•,"If this unit contains 10 models, 1 Corsair Voidscarred’s power sword can be  replaced with 1 fusion pistol."
3932,8,•,1 Corsair Voidscarred model equipped with a shuriken pistol and power sword can be equipped with 1 Faolchú.
3933,1,•,"Any number of models can each have their twin shuriken catapult replaced with one of the following:<ul style=""list-style-type:circle""><li>1 dark lance</li><li>1 dissonance cannon</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
3933,2,•,"The Cloud Dancer Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
3934,1,•,Any number of models can each have their Corsair firearm replaced with 1 spar-glaive.
3934,2,•,"For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
3934,3,•,"The Corsair Reaver Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
3935,1,•,"Any number of models can each have their Corsair firearm replaced with one of the following:<ul style=""list-style-type:circle""><li>1 shardcarbine</li><li>1 shuriken catapult</li><li>1 spar-glaive</li></ul>"
3935,2,•,"For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
3935,3,•,"The Corsair Skyreaver Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
3937,1,•,None
3938,1,•,"This model’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"
3938,2,•,"This model’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3939,1,•,"1 Cadian Veteran Guardsman’s lasgun and regimental standard can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3939,2,•,"1 Cadian Veteran Guardsman’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3939,3,•,"The Cadian Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3939,4,•,"1 Cadian Veteran Guardsman's chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer and 1 close combat weapon</li><li>1 grenade launcher and 1 close combat weapon</li><li>1 meltagun and 1 close combat weapon</li><li>1 plasma gun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"
3939,5,•,"The Cadian Commander’s chainsword can be  replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
3940,1,•,"Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>"
3940,2,*,* You cannot select the same weapon from this list more than once per unit.
3940,3,•,Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**
3940,4,•,Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**
3940,5,•,1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**
3940,6,*,** A model can only take one of these options.
3940,7,•,"The Catachan Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3940,8,•,"The Catachan Commander can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>"
3941,1,•,"1 Veteran Guardsman’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3941,2,•,The Lord Commissar's power weapon can be replaced with 1 power fist.
3941,3,•,The Lord Commissar can be equipped with 1 plasma pistol.
3941,4,•,"1 Veteran Guardsman’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 trench club</li><li>1 power weapon</li></ul>"
3941,5,•,"1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3942,1,•,"This model’s Leman Russ battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 demolisher battle cannon</li><li>1 eradicator nova cannon</li><li>1 executioner plasma cannon</li><li>1 exterminator autocannon</li><li>1 punisher gatling cannon</li><li>1 vanquisher battle cannon</li></ul>"
3942,2,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3942,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3942,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3942,5,•,This model can be equipped with 1 hunter-killer missile.
3944,1,•,This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.
3944,2,•,This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.
3944,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"
3944,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"
3945,1,•,None
3946,1,•,None
3947,1,•,None
3948,1,•,"For every 10 models in this unit, up to 2 Shock Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3948,2,•,"For every 10 models in this unit, 1 Shock Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced)."
3948,3,•,Any number of Shock Trooper Sergeants can each have their laspistol replaced with 1 bolt pistol.
3948,4,•,Any number of Shock Trooper Sergeants can each have their laspistol and chainsword replaced with 1 Sergeant's autogun and 1 close combat weapon.
3948,5,*,"* You cannot select the same weapon more than once per unit unless it contains 20 models, in which case you cannot select the same weapon more than twice per unit."
3949,1,•,"For every 5 models in this unit, 1 Jungle Fighter’s lasgun can be replaced with 1 flamer."
3949,2,•,"For every 10 models in this unit, 1 Jungle Fighter equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced)."
3950,1,•,"For every 10 models in this unit, up to 2 Death Korps Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 long-las</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3950,2,•,"For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 Death Korps medi-pack (that model’s lasgun cannot be replaced)**."
3950,3,•,"For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).**"
3950,4,•,Any number of Death Korps Watchmasters can each replace their laspistol and chainsword with 1 boltgun and 1 close combat weapon.
3950,5,•,Any number of Death Korps Watchmasters can each replace their chainsword with 1 power weapon.
3950,6,•,"Any number of Death Korps Watchmasters can each replace their laspistol with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
3950,7,*,"*  You cannot select the same option more than once per unit unless it contains 20 models, in which case you cannot select the same option more than twice per unit."
3950,8,*,** A model can only take one of these options.
3951,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3951,2,•,"This model’s multi-laser can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter*</li><li>1 heavy flamer*</li></ul>"
3951,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3951,4,•,This model can be equipped with 1 hunter-killer missile.
3951,5,*,* This weapon cannot be replaced.
3952,1,•,This model can be equipped with 1 storm bolter.
3953,1,•,"This model’s Taurox battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Taurox gatling cannon</li><li>1 Taurox missile launcher</li></ul>"
3953,2,•,This model’s twin Taurox hot-shot volley gun can be replaced with 1 twin autocannon.
3953,3,•,This model can be equipped with 1 storm bolter.
3954,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3954,2,•,This model can be equipped with 1 hunter-killer missile.
3954,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3955,1,•,None
3956,1,•,None
3957,1,•,None
3958,1,•,None
3959,1,•,"Any number of models’ twin heavy bolters can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 defence searchlight</li><li>1 twin autocannon</li><li>1 twin heavy stubber</li><li>1 twin lascannon</li></ul>"
3960,1,•,"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"
3960,2,•,Any number of models can each be equipped with 1 Sentinel chainsaw.
3960,3,•,Any number of models can each be equipped with 1 hunter-killer missile.
3961,1,•,"This model’s heavy mortar can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 siege cannon</li><li>1 heavy quad launcher</li><li>1 multiple rocket launcher</li></ul>"
3962,1,•,"For every 5 models in this unit, 1 model’s hunting lance can be replaced with 1 goad lance."
3962,2,•,The Rough Rider Sergeant can be equipped with 1 power sabre.
3963,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3963,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3964,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3964,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3965,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3965,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3966,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3966,2,•,This model can be equipped with 1 hunter-killer missile.
3967,1,•,"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
3968,1,•,"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
3970,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3970,2,•,This model can be equipped with 1 hunter-killer missile.
3971,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3971,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
